Entry	Entry name	Length	Gene names  (ordered locus )	Gene ontology IDs	Cross-reference (InterPro)	Keywords	Keyword ID
P0AC55	GLNK_ECOLI	112	b0450 JW0440	GO:0005524; GO:0005829; GO:0006808; GO:0030234; GO:0042802; GO:0045848	IPR002187;IPR011322;IPR015867;IPR017918;IPR002332;	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Cytoplasm;Direct protein sequencing;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome	KW-0002; KW-0067; KW-0472; KW-0547; KW-0597; KW-0903; KW-0963; KW-0997; KW-1003; KW-1185
P0AER0	GLPF_ECOLI	281	b3927 JW3898	GO:0005886; GO:0006833; GO:0015168; GO:0015254; GO:0015793; GO:0016021; GO:0046872; GO:0071288	IPR023271;IPR000425;IPR022357;	3D-structure;Cell inner membrane;Cell membrane;Magnesium;Membrane;Metal-binding;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	KW-0002; KW-0460; KW-0472; KW-0479; KW-0677; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P03825	GSPB_ECOLI	139	b3322 JW3284	GO:0005886; GO:0016021		Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0472; KW-0812; KW-1003; KW-1133; KW-1185
P03023	LACI_ECOLI	360	b0345 JW0336	GO:0000976; GO:0000986; GO:0001217; GO:0003700; GO:0005829; GO:0006355; GO:0042802; GO:0045892	IPR000843;IPR010982;IPR028082;	3D-structure;DNA-binding;Direct protein sequencing;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0002; KW-0238; KW-0678; KW-0804; KW-0805; KW-0903; KW-1185
P0ABR9	MHPB_ECOLI	314	b0348 JW0339	GO:0008198; GO:0019380; GO:0019622; GO:0046271; GO:0047070	IPR023789;IPR004183;	Aromatic hydrocarbons catabolism;Dioxygenase;Direct protein sequencing;Iron;Oxidoreductase;Reference proteome	KW-0058; KW-0223; KW-0408; KW-0560; KW-0903; KW-1185
P76506	MLAA_ECOLI	251	b2346 JW2343	GO:0009279; GO:0120010	IPR007428;	Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	KW-0449; KW-0472; KW-0564; KW-0732; KW-0998; KW-1185
P64606	MLAE_ECOLI	260	b3194 JW3161	GO:0005548; GO:0005886; GO:0015914; GO:0032991; GO:0043190	IPR003453;IPR030802;	3D-structure;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0002; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P33358	MLRA_ECOLI	243	b2127 JW2115	GO:0003677; GO:0003700	IPR009061;IPR000551;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	KW-0010; KW-0238; KW-0804; KW-0805; KW-1185
P41036	NANT_ECOLI	496	b3224 JW3193	GO:0005351; GO:0005886; GO:0005887; GO:0015136; GO:0015538; GO:0015739; GO:0046942; GO:0046943	IPR011701;IPR020846;IPR036259;IPR004742;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport	KW-0472; KW-0762; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P09152	NARG_ECOLI	1247	b1224 JW1215	GO:0008940; GO:0009055; GO:0009061; GO:0016020; GO:0031224; GO:0031235; GO:0042126; GO:0042128; GO:0043546; GO:0044799; GO:0046872; GO:0051539	IPR009010;IPR037943;IPR006657;IPR006656;IPR006963;IPR006655;IPR027467;IPR006468;IPR028189;	3D-structure;4Fe-4S;Cell membrane;Direct protein sequencing;Electron transport;Iron;Iron-sulfur;Membrane;Metal-binding;Molybdenum;Nitrate assimilation;Oxidoreductase;Reference proteome;Transport	KW-0002; KW-0004; KW-0249; KW-0408; KW-0411; KW-0472; KW-0479; KW-0500; KW-0534; KW-0560; KW-0813; KW-0903; KW-1003; KW-1185
P23367	MUTL_ECOLI	615	b4170 JW4128	GO:0000018; GO:0003677; GO:0005524; GO:0006298; GO:0016887; GO:0030983; GO:0032300; GO:0042802	IPR014762;IPR020667;IPR002099;IPR013507;IPR036890;IPR038973;IPR014790;IPR042120;IPR042121;IPR037198;IPR020568;IPR014721;	3D-structure;ATP-binding;DNA damage;DNA repair;Nucleotide-binding;Reference proteome	KW-0002; KW-0067; KW-0227; KW-0234; KW-0547; KW-1185
P17117	NFSA_ECOLI	240	b0851 JW0835	GO:0005829; GO:0010181; GO:0016657; GO:0034567	IPR016446;IPR029479;IPR000415;	3D-structure;FMN;Flavoprotein;NADP;Oxidoreductase;Reference proteome	KW-0002; KW-0285; KW-0288; KW-0521; KW-0560; KW-1185
P31450	GLVG_ECOLI	212	b4556	GO:0004553; GO:0005975; GO:0016616; GO:0046872	IPR019802;IPR001088;IPR015955;IPR036291;	Manganese;Metal-binding;NAD;Reference proteome	KW-0464; KW-0479; KW-0520; KW-1185
P77161	GLXR_ECOLI	292	b0509 JW0497	GO:0006974; GO:0008679; GO:0009436; GO:0009442; GO:0046296; GO:0050661; GO:0051287; GO:0103032	IPR002204;IPR008927;IPR013328;IPR006115;IPR015815;IPR036291;IPR029154;IPR006398;	NAD;Oxidoreductase;Reference proteome	KW-0520; KW-0560; KW-1185
P52101	GLRK_ECOLI	475	b2556 JW5407	GO:0000155; GO:0000156; GO:0005524; GO:0005886; GO:0007165; GO:0007234; GO:0016021; GO:0030295; GO:0046777; GO:0071871	IPR003594;IPR036890;IPR005467;IPR003661;IPR036097;IPR004358;	ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	KW-0067; KW-0418; KW-0472; KW-0547; KW-0597; KW-0808; KW-0812; KW-0902; KW-0997; KW-1003; KW-1133; KW-1185
P0A6W0	GLSA2_ECOLI	308	b1524 JW1517	GO:0004359; GO:0006537; GO:0006543; GO:0045926	IPR012338;IPR015868;	Hydrolase;Reference proteome	KW-0378; KW-1185
P77454	GLSA1_ECOLI	310	b0485 JW0474	GO:0004359; GO:0006537; GO:0006543; GO:0010447; GO:0032991; GO:0045926	IPR012338;IPR015868;	3D-structure;Acetylation;Hydrolase;Reference proteome	KW-0002; KW-0007; KW-0378; KW-1185
P17115	GUTQ_ECOLI	321	b2708 JW5431	GO:0005524; GO:0019146; GO:0019294; GO:0046872	IPR000644;IPR004800;IPR001347;IPR035474;	ATP-binding;CBS domain;Direct protein sequencing;Isomerase;Lipopolysaccharide biosynthesis;Metal-binding;Nucleotide-binding;Reference proteome;Repeat;Zinc	KW-0067; KW-0129; KW-0413; KW-0448; KW-0479; KW-0547; KW-0677; KW-0862; KW-0903; KW-1185
P37651	GUN_ECOLI	368	b3531 JW3499	GO:0005576; GO:0008810; GO:0030245	IPR008928;IPR012341;IPR002037;IPR019834;	3D-structure;Carbohydrate metabolism;Cellulose degradation;Glycosidase;Hydrolase;Polysaccharide degradation;Reference proteome;Secreted;Signal	KW-0002; KW-0119; KW-0136; KW-0326; KW-0378; KW-0624; KW-0732; KW-0964; KW-1185
P21865	KDPD_ECOLI	894	b0695 JW0683	GO:0000155; GO:0005524; GO:0005886; GO:0005887; GO:0007165; GO:0008134; GO:0009593; GO:0016791; GO:0031668; GO:0046777; GO:0071472	IPR003018;IPR029016;IPR003594;IPR036890;IPR005467;IPR003661;IPR036097;IPR038318;IPR025201;IPR004358;IPR003852;	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	KW-0002; KW-0067; KW-0418; KW-0472; KW-0547; KW-0597; KW-0808; KW-0812; KW-0902; KW-0997; KW-1003; KW-1133; KW-1185
P77154	KOJP_ECOLI	755	b1316 JW1309	GO:0004553; GO:0005975; GO:0030246; GO:0033831	IPR008928;IPR012341;IPR011013;IPR005194;IPR005195;IPR005196;IPR037018;IPR017045;	Glycosidase;Hydrolase;Reference proteome;Transferase	KW-0326; KW-0378; KW-0808; KW-1185
P77672	LSRC_ECOLI	342	b1514 JW1507	GO:0005886; GO:0016021; GO:0022857	IPR001851;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P33231	LLDP_ECOLI	551	b3603 JW3578	GO:0005886; GO:0005887; GO:0006974; GO:0015129; GO:0015295	IPR003804;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P37636	MDTE_ECOLI	385	b3513 JW3481	GO:0005886; GO:0009636; GO:0015125; GO:0015721; GO:0031226; GO:0042802; GO:0042908; GO:0042910; GO:0046677	IPR043602;IPR032317;IPR006143;	Antibiotic resistance;Cell inner membrane;Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transport	KW-0046; KW-0449; KW-0472; KW-0564; KW-0732; KW-0813; KW-0997; KW-1003; KW-1185
P03841	MALM_ECOLI	306	b4037 JW3997	GO:0008643; GO:0030288	IPR010794;	Periplasm;Reference proteome;Signal;Sugar transport;Transport	KW-0574; KW-0732; KW-0762; KW-0813; KW-1185
P0DSF3	MGTT_ECOLI	34	b4775			Reference proteome	KW-1185
P0A731	MGSA_ECOLI	152	b0963 JW5129	GO:0005829; GO:0008929; GO:0019242	IPR004363;IPR018148;IPR011607;IPR036914;	3D-structure;Cytoplasm;Direct protein sequencing;Lyase;Reference proteome	KW-0002; KW-0456; KW-0903; KW-0963; KW-1185
P77608	MHPD_ECOLI	269	b0350 JW0341	GO:0005737; GO:0008684; GO:0019380; GO:0019439; GO:0030145; GO:0042802	IPR011234;IPR036663;IPR023793;	3D-structure;Aromatic hydrocarbons catabolism;Direct protein sequencing;Lyase;Reference proteome	KW-0002; KW-0058; KW-0456; KW-0903; KW-1185
P76342	MSRP_ECOLI	334	b1971 JW1954	GO:0006979; GO:0016672; GO:0016675; GO:0030091; GO:0030288; GO:0043546; GO:0046872; GO:1901530	IPR022867;IPR000572;IPR036374;IPR006311;	3D-structure;Direct protein sequencing;Metal-binding;Molybdenum;Oxidoreductase;Periplasm;Reference proteome;Signal	KW-0002; KW-0479; KW-0500; KW-0560; KW-0574; KW-0732; KW-0903; KW-1185
P32712	NRFG_ECOLI	198	b4076 JW4037	GO:0005886; GO:0018378	IPR013026;IPR011990;IPR019734;	Reference proteome;Repeat;TPR repeat	KW-0677; KW-0802; KW-1185
P0AES0	GSP_ECOLI	619	b2988 JW2956	GO:0005524; GO:0005829; GO:0006749; GO:0008216; GO:0008884; GO:0008885; GO:0016874; GO:0046872	IPR007921;IPR005494;IPR038765;IPR016185;	3D-structure;ATP-binding;Direct protein sequencing;Hydrolase;Ligase;Magnesium;Metal-binding;Multifunctional enzyme;Nucleotide-binding;Oxidation;Reference proteome	KW-0002; KW-0067; KW-0378; KW-0436; KW-0460; KW-0479; KW-0511; KW-0547; KW-0558; KW-0903; KW-1185
P45759	GSPE_ECOLI	493	b3326 JW3288	GO:0005524; GO:0005886; GO:0015627; GO:0015628; GO:0046872	IPR003593;IPR027417;IPR001482;IPR013369;IPR042181;	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Metal-binding;Nucleotide-binding;Protein transport;Reference proteome;Translocase;Transport;Zinc	KW-0067; KW-0472; KW-0479; KW-0547; KW-0653; KW-0813; KW-0862; KW-0997; KW-1003; KW-1185; KW-1278
P75824	HCR_ECOLI	322	b0872 JW5117	GO:0009055; GO:0016651; GO:0046872; GO:0050660; GO:0051537	IPR036010;IPR001041;IPR012675;IPR008333;IPR017927;IPR039261;IPR001433;IPR000951;IPR017938;	2Fe-2S;Electron transport;FAD;Flavoprotein;Iron;Iron-sulfur;Metal-binding;NAD;Oxidoreductase;Reference proteome;Transport	KW-0001; KW-0249; KW-0274; KW-0285; KW-0408; KW-0411; KW-0479; KW-0520; KW-0560; KW-0813; KW-1185
P09127	HEMX_ECOLI	393	b3803 JW3775	GO:0005886; GO:0016021	IPR007470;	Cell inner membrane;Cell membrane;Direct protein sequencing;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0472; KW-0812; KW-0903; KW-0997; KW-1003; KW-1133; KW-1185
P06987	HIS7_ECOLI	355	b2022 JW2004	GO:0000105; GO:0004401; GO:0004424; GO:0005737; GO:0042802; GO:0046872	IPR036412;IPR006549;IPR023214;IPR020566;IPR005954;IPR006543;IPR038494;IPR000807;IPR020565;IPR013954;IPR020568;	Amino-acid biosynthesis;Cytoplasm;Histidine biosynthesis;Hydrolase;Lyase;Magnesium;Metal-binding;Multifunctional enzyme;Reference proteome;Zinc	KW-0028; KW-0368; KW-0378; KW-0456; KW-0460; KW-0479; KW-0511; KW-0862; KW-0963; KW-1185
P77319	HSCC_ECOLI	556	b0650 JW0645	GO:0005524; GO:0005829; GO:0016887	IPR043129;IPR018181;IPR042030;IPR029047;IPR013126;	ATP-binding;Chaperone;Nucleotide-binding;Reference proteome;Stress response	KW-0067; KW-0143; KW-0346; KW-0547; KW-1185
P0ABS8	HOLE_ECOLI	76	b1842 JW1831	GO:0003677; GO:0003887; GO:0005829; GO:0006260; GO:0044776	IPR009052;IPR036745;	3D-structure;DNA replication;DNA-directed DNA polymerase;Direct protein sequencing;Nucleotidyltransferase;Reference proteome;Transferase	KW-0002; KW-0235; KW-0239; KW-0548; KW-0808; KW-0903; KW-1185
P0AD57	ISPB_ECOLI	323	b3187 JW3154	GO:0004659; GO:0005829; GO:0006744; GO:0008299; GO:0016094; GO:0042802; GO:0046872; GO:0106350	IPR008949;IPR000092;IPR033749;	3D-structure;Isoprene biosynthesis;Magnesium;Metal-binding;Reference proteome;Transferase	KW-0002; KW-0414; KW-0460; KW-0479; KW-0808; KW-1185
P37326	INTS_ECOLI	385	b2349 JW2345	GO:0006310; GO:0015074; GO:0032359; GO:0042802; GO:0043565; GO:0044826; GO:0046718; GO:0075713	IPR044068;IPR011010;IPR013762;IPR002104;IPR038488;IPR025166;IPR010998;IPR004107;	3D-structure;DNA integration;DNA recombination;DNA-binding;Reference proteome;Viral genome integration;Virus entry into host cell	KW-0002; KW-0229; KW-0233; KW-0238; KW-1160; KW-1179; KW-1185
P0CF56	INSD4_ECOLI	301	b2860 JW2826	GO:0003677; GO:0006310; GO:0015074; GO:0032196	IPR025948;IPR001584;IPR012337;IPR036397;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition	KW-0233; KW-0238; KW-0814; KW-0815; KW-1185
P0CF12	INSA6_ECOLI	91	b3444 JW3408	GO:0006313	IPR024431;IPR003220;	DNA recombination;Reference proteome;Transposable element;Transposition	KW-0233; KW-0814; KW-0815; KW-1185
P0CF80	INSF2_ECOLI	288	b0372 JW0363	GO:0003677; GO:0006310; GO:0015074; GO:0032196	IPR025948;IPR038965;IPR001584;IPR012337;IPR036397;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition	KW-0233; KW-0238; KW-0814; KW-0815; KW-1185
P0CF81	INSF3_ECOLI	288	b0541 JW0529	GO:0003677; GO:0006310; GO:0015074; GO:0032196	IPR025948;IPR038965;IPR001584;IPR012337;IPR036397;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition	KW-0233; KW-0238; KW-0814; KW-0815; KW-1185
P0CE55	INSH8_ECOLI	326	b2192 JW2179	GO:0003677; GO:0004803; GO:0006313	IPR002559;IPR008490;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition	KW-0233; KW-0238; KW-0814; KW-0815; KW-1185
P0CE56	INSH9_ECOLI	326	b2982 JW2949	GO:0003677; GO:0004803; GO:0006313	IPR002559;IPR008490;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition	KW-0233; KW-0238; KW-0814; KW-0815; KW-1185
P19768	INSJ_ECOLI	173	b3557 JW3527	GO:0043565	IPR010921;	Reference proteome;Transposable element	KW-0814; KW-1185
P0AEX5	KPPR_ECOLI	289	b3355 JW3318	GO:0005524; GO:0005737; GO:0005975; GO:0008974	IPR027417;IPR006082;IPR006083;	ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Transferase	KW-0067; KW-0418; KW-0547; KW-0808; KW-1185
P40874	MTOX_ECOLI	372	b1059 JW1046	GO:0005829; GO:0006974; GO:0008115; GO:0050131; GO:0050660	IPR006076;IPR036188;IPR023493;	3D-structure;FAD;Flavoprotein;Oxidoreductase;Reference proteome	KW-0002; KW-0274; KW-0285; KW-0560; KW-1185
P52647	NIFJ_ECOLI	1174	b1378 JW1372	GO:0005506; GO:0006979; GO:0022900; GO:0030976; GO:0043873; GO:0051539	IPR017896;IPR017900;IPR033412;IPR037112;IPR019456;IPR019752;IPR002880;IPR011895;IPR002869;IPR029061;IPR011766;IPR009014;	4Fe-4S;Electron transport;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome;Repeat;Transport	KW-0004; KW-0249; KW-0408; KW-0411; KW-0479; KW-0560; KW-0677; KW-0813; KW-1185
P0AFA7	NHAB_ECOLI	513	b1186 JW1175	GO:0005886; GO:0005887; GO:0006814; GO:0010226; GO:0015385; GO:0015491; GO:0016021; GO:0051452; GO:1902600	IPR004671;	Antiport;Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Transmembrane;Transmembrane helix;Transport	KW-0050; KW-0406; KW-0472; KW-0739; KW-0812; KW-0813; KW-0915; KW-0997; KW-1003; KW-1133; KW-1185
P0ABU5	ELBB_ECOLI	217	b3209 JW3176	GO:0005829; GO:0008299; GO:0016829; GO:0045828	IPR029062;IPR026041;	3D-structure;Direct protein sequencing;Lyase;Reference proteome	KW-0002; KW-0456; KW-0903; KW-1185
P65643	EUTT_ECOLI	267	b2459 JW2443	GO:0005524; GO:0008817; GO:0009236; GO:0046336	IPR009194;IPR016030;IPR036451;	ATP-binding;Bacterial microcompartment;Metal-binding;Nucleotide-binding;Reference proteome;Transferase	KW-0067; KW-0479; KW-0547; KW-0808; KW-1185; KW-1283
P0AEK0	EXOX_ECOLI	220	b1844 JW1833	GO:0003676; GO:0005829; GO:0006298; GO:0008408; GO:0045004	IPR013520;IPR012337;IPR036397;	3D-structure;DNA damage;DNA repair;Exonuclease;Hydrolase;Magnesium;Nuclease;Reference proteome	KW-0002; KW-0227; KW-0234; KW-0269; KW-0378; KW-0460; KW-0540; KW-1185
P38135	FADK_ECOLI	566	b1701 JW5910	GO:0005524; GO:0005886; GO:0006635; GO:0031956	IPR025110;IPR020845;IPR000873;IPR042099;	ATP-binding;Cell membrane;Fatty acid metabolism;Ligase;Lipid metabolism;Magnesium;Membrane;Nucleotide-binding;Reference proteome	KW-0067; KW-0276; KW-0436; KW-0443; KW-0460; KW-0472; KW-0547; KW-1003; KW-1185
P0ACK8	FUCR_ECOLI	243	b2805 JW2776	GO:0003677; GO:0006004; GO:0043468; GO:0098531	IPR014036;IPR001034;IPR037171;IPR018356;IPR036388;IPR036390;	Activator;Carbohydrate metabolism;DNA-binding;Fucose metabolism;Reference proteome;Transcription;Transcription regulation	KW-0010; KW-0119; KW-0238; KW-0294; KW-0804; KW-0805; KW-1185
P25527	GABP_ECOLI	466	b2663 JW2638	GO:0005886; GO:0006974; GO:0006995; GO:0009450; GO:0015185; GO:0015291; GO:0015812; GO:0016021; GO:0090549	IPR004841;IPR004840;IPR011265;	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0029; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P37639	GADX_ECOLI	274	b3516 JW3484	GO:0000976; GO:0000986; GO:0001216; GO:0003700; GO:0006351; GO:0006974; GO:0045893	IPR009057;IPR018060;IPR018062;IPR020449;	3D-structure;Activator;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0002; KW-0010; KW-0238; KW-0678; KW-0804; KW-0805; KW-1185
P0A8Q3	FRDD_ECOLI	119	b4151 JW4112	GO:0000104; GO:0005886; GO:0005887; GO:0006106; GO:0006113; GO:0009061; GO:0044780; GO:0045284; GO:0102040	IPR003418;IPR034804;	3D-structure;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0002; KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185
P31120	GLMM_ECOLI	445	b3176 JW3143	GO:0000287; GO:0004615; GO:0005829; GO:0005975; GO:0006048; GO:0008966; GO:0009252; GO:0046777	IPR005844;IPR016055;IPR005845;IPR005846;IPR005843;IPR036900;IPR016066;IPR005841;IPR006352;	Direct protein sequencing;Isomerase;Magnesium;Metal-binding;Phosphoprotein;Reference proteome	KW-0413; KW-0460; KW-0479; KW-0597; KW-0903; KW-1185
P75797	GSIB_ECOLI	512	b0830 JW5111	GO:0006974; GO:0015833; GO:0030288; GO:0042938; GO:0043190; GO:1904680	IPR030678;IPR039424;IPR023765;IPR000914;	3D-structure;Periplasm;Reference proteome;Signal;Transport	KW-0002; KW-0574; KW-0732; KW-0813; KW-1185
P75793	GRE2_ECOLI	810	b0823 JW0807	GO:0005829; GO:0016829	IPR019777;IPR001150;IPR010098;IPR004184;	Lyase;Organic radical;Reference proteome	KW-0456; KW-0556; KW-1185
P0AES4	GYRA_ECOLI	875	b2231 JW2225	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0005829; GO:0006261; GO:0006265; GO:0006351; GO:0008094; GO:0009330; GO:0016020; GO:0034335; GO:0042493; GO:0042802; GO:0046677	IPR005743;IPR006691;IPR035516;IPR013760;IPR002205;IPR013758;IPR013757;	3D-structure;ATP-binding;Antibiotic resistance;Cytoplasm;DNA-binding;Direct protein sequencing;Isomerase;Nucleotide-binding;Reference proteome;Topoisomerase	KW-0002; KW-0046; KW-0067; KW-0238; KW-0413; KW-0547; KW-0799; KW-0903; KW-0963; KW-1185
P06983	HEM3_ECOLI	313	b3805 JW5932	GO:0004418; GO:0005737; GO:0005829; GO:0006782; GO:0006783; GO:0018160; GO:0033014	IPR000860;IPR022419;IPR022417;IPR022418;IPR036803;	3D-structure;Direct protein sequencing;Porphyrin biosynthesis;Reference proteome;Transferase	KW-0002; KW-0627; KW-0808; KW-0903; KW-1185
P0AEU0	HISJ_ECOLI	260	b2309 JW2306	GO:0006865; GO:0016597; GO:0030288	IPR005768;IPR018313;IPR001638;	3D-structure;Amino-acid transport;Direct protein sequencing;Disulfide bond;Periplasm;Reference proteome;Signal;Transport	KW-0002; KW-0029; KW-0574; KW-0732; KW-0813; KW-0903; KW-1015; KW-1185
P0A6Z3	HTPG_ECOLI	624	b0473 JW0462	GO:0005524; GO:0005829; GO:0005886; GO:0006457; GO:0006974; GO:0009408; GO:0016887; GO:0042802; GO:0043093; GO:0044183; GO:0051082; GO:0051087; GO:0061992	IPR003594;IPR036890;IPR019805;IPR037196;IPR001404;IPR020575;IPR020568;	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Chaperone;Cytoplasm;Direct protein sequencing;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Stress response	KW-0002; KW-0067; KW-0143; KW-0346; KW-0472; KW-0547; KW-0597; KW-0903; KW-0963; KW-0997; KW-1003; KW-1185
P36645	HOFB_ECOLI	461	b0107 JW0103	GO:0005524	IPR027417;IPR001482;IPR007831;	ATP-binding;Nucleotide-binding;Reference proteome;Transport	KW-0067; KW-0547; KW-0813; KW-1185
P76168	INTQ_ECOLI	398	b1579 JW1571	GO:0003677; GO:0006310; GO:0015074; GO:0044826; GO:0046718; GO:0075713	IPR044068;IPR011010;IPR013762;IPR002104;IPR010998;IPR022000;	DNA integration;DNA recombination;DNA-binding;Reference proteome;Viral genome integration;Virus entry into host cell	KW-0229; KW-0233; KW-0238; KW-1160; KW-1179; KW-1185
P0CF10	INSA4_ECOLI	91	b4516 JW0971	GO:0006313	IPR024431;IPR003220;	DNA recombination;Reference proteome;Transposable element;Transposition	KW-0233; KW-0814; KW-0815; KW-1185
P0CF11	INSA5_ECOLI	91	b1894	GO:0006313	IPR024431;IPR003220;	DNA recombination;Reference proteome;Transposable element;Transposition	KW-0233; KW-0814; KW-0815; KW-1185
P0CF88	INSI1_ECOLI	383	b0256 JW0246	GO:0004803; GO:0006313; GO:0015074; GO:0032135; GO:0032196; GO:0032993; GO:0043565	IPR001584;IPR025246;IPR012337;IPR036397;IPR001598;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition	KW-0233; KW-0238; KW-0814; KW-0815; KW-1185
P0CF70	INSE5_ECOLI	99	b2088 JW5341	GO:0003677; GO:0004803; GO:0006313	IPR009057;IPR002514;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition	KW-0233; KW-0238; KW-0814; KW-0815; KW-1185
P0CF90	INSI4_ECOLI	383	b4284 JW4244	GO:0003677; GO:0004803; GO:0006313; GO:0015074; GO:0032196	IPR001584;IPR025246;IPR012337;IPR036397;IPR001598;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition	KW-0233; KW-0238; KW-0814; KW-0815; KW-1185
P0ADG7	IMDH_ECOLI	488	b2508 JW5401	GO:0003697; GO:0003938; GO:0005524; GO:0005829; GO:0006177; GO:0006183; GO:0009411; GO:0042802; GO:0046872; GO:0051289; GO:1990829	IPR013785;IPR000644;IPR005990;IPR015875;IPR001093;	Acetylation;CBS domain;Direct protein sequencing;GMP biosynthesis;Metal-binding;NAD;Oxidoreductase;Potassium;Purine biosynthesis;Reference proteome;Repeat	KW-0007; KW-0129; KW-0332; KW-0479; KW-0520; KW-0560; KW-0630; KW-0658; KW-0677; KW-0903; KW-1185
